US,22.303059,26.357091,29.425857,31.618281,32.971592,33.418997,32.835798,31.069490,28.011460,23.665169,18.099647,11.729845,5.381476,-0.000003
ES,0.427402,0.213654,0.179085,0.198467,0.211753,0.219367,0.219283,0.210514,0.191163,0.161701,0.122518,0.076838,0.032199,-0.000001
EU,10.730296,12.350996,13.819915,15.099006,16.140326,16.821370,16.976760,16.453707,15.091209,12.931628,10.051674,6.619740,3.077132,-0.000004
JAP,14.781560,17.505827,19.699976,21.409697,22.636388,23.390891,23.445446,22.570838,20.561427,17.510114,13.553131,8.897018,4.135689,-0.000020
RUS,4.778516,5.862828,6.874530,7.823802,8.683172,9.374540,9.772254,9.737470,9.139471,7.987314,6.331940,4.245067,2.013843,-0.000005
EUR,1.352968,1.798944,2.330356,2.919933,3.534107,4.124979,4.626249,4.944348,4.963527,4.613282,3.859557,2.714449,1.337909,-0.000003
CHI,1.827685,2.383790,3.009239,3.664792,4.304995,4.884037,5.326412,5.544005,5.419056,4.905547,3.997906,2.738817,1.314695,-0.000000
IND,0.501585,0.698025,0.958118,1.277144,1.637116,2.008862,2.351502,2.609731,2.718873,2.616920,2.252311,1.620195,0.812829,-0.000000
MEST,2.640052,3.334311,4.048049,4.751118,5.384456,5.894413,6.222654,6.306162,6.085096,5.472276,4.419969,3.001150,1.430582,-0.000001
AFR,0.284619,0.401131,0.561136,0.765358,1.002014,1.248833,1.481660,1.665817,1.762574,1.720665,1.492463,1.077704,0.542638,0.004136
LAM,2.783942,3.612470,4.537364,5.504169,6.443785,7.276862,7.901887,8.193442,8.028688,7.318735,6.004997,4.146837,2.022247,0.029596
OHI,14.629881,17.406370,19.830367,21.809126,23.257782,24.052617,24.064555,23.082988,20.963179,17.786099,13.685099,8.911938,4.111952,-0.000008
OTH,0.540104,0.760548,1.061867,1.439707,1.875805,2.334851,2.769526,3.110889,3.278919,3.190063,2.767462,2.006151,1.019728,0.017520
