(run1: eta=1.0000001; rho=0.0050000)
saving_rate,0.332804746195,0.317507001414,0.308951109346,0.302719417627,0.300418675896,0.298563219571,0.296948659173,0.295502576440,0.294275019271,0.293048325682,0.291697386338,0.290065856845,0.287892282059,0.284748589525,0.279798286072,0.271470382662,0.256576624575,0.227909343320,0.167618679609,0.016740386466,-0.000000009890
co2_emission_control,0.030000000000,0.109510827974,0.411809466006,0.626190214418,0.673719257313,0.720650673248,0.766188436422,0.809464417402,0.850211304332,0.887796750750,0.921265742568,0.949410131393,0.970483785292,0.982246292354,0.981442975042,0.963554301071,0.922719431159,0.850318212615,0.736149654208,0.561527901475,0.000580243236
ch4_emission_control,0.029859,0.107649,0.386296,0.568472,0.607228,0.644932,0.680990,0.714782,0.746182,0.774792,0.799986,0.820968,0.836557,0.845214,0.844624,0.831442,0.801074,0.746264,0.657262,0.514809,0.000580
carbon_price,2.012596,15.577530,126.440452,241.049691,264.208929,286.909840,308.551266,328.481882,346.451635,361.997785,374.476632,383.124250,386.900536,384.569937,374.465164,354.514364,322.513581,275.912595,213.595231,135.034435,0.002199
capital,223.000000,305.039206,384.070230,462.712659,541.763370,627.843139,721.331815,822.372061,931.150289,1048.269146,1173.841548,1307.762762,1449.608261,1598.262025,1751.367060,1903.771204,2044.787364,2151.840667,2173.726508,1988.246695,1246.275957
gross_output,105.177422,130.319319,156.318690,183.792153,212.953276,244.641697,278.936891,315.889324,355.553836,398.031914,443.367692,491.579937,542.650795,596.484329,652.845111,711.182009,770.305426,827.590197,876.640977,899.747696,823.108553
growth,0.000000,4.780854,3.990102,3.515058,3.173272,2.976091,2.803708,2.649519,2.511292,2.389403,2.277997,2.174820,2.077825,1.984095,1.889766,1.787159,1.662680,1.487326,1.185388,0.527165,-1.703570
land_co2_emissions,2.600000,2.301000,2.036385,1.802201,1.594948,1.411529,1.249203,1.105545,0.978407,0.865890,0.766313,0.678187,0.600195,0.531173,0.470088,0.416028,0.368185,0.325843,0.288371,0.255209,0.225860
industrial_co2_emissions,35.740385,37.678710,27.678710,19.183009,18.001145,16.434254,14.563065,12.484222,10.265125,8.001872,5.816246,3.854578,2.310261,1.421951,1.514910,3.019407,6.462604,12.536926,21.830853,34.736798,67.595602
co2_emissions,38.340385,39.979710,29.715095,20.985210,19.596093,17.845783,15.812268,13.589766,11.243532,8.867763,6.582559,4.532765,2.910456,1.953124,1.984998,3.435435,6.830788,12.862769,22.119225,34.992007,67.821462
co2_reservoir,854.033000,878.204181,907.000112,924.233969,932.940919,941.830630,949.682788,956.065341,960.745875,963.527174,964.405553,963.509047,961.114086,957.696534,953.964165,950.950456,950.106725,953.384611,963.436986,983.456588,1017.065116
land_ch4_emissions,230.740000,239.480000,248.870000,255.990000,268.280000,279.610000,290.940000,301.290000,315.210000,326.860000,336.890000,343.040000,349.510000,355.990000,360.840000,364.080000,366.340000,369.580000,372.820000,377.670000,381.230000
industrial_ch4_emissions,361.942638,382.314156,292.418203,224.229202,219.415450,211.510190,201.191240,189.225709,176.126625,162.625043,149.608786,138.121772,129.533906,125.529203,128.434143,141.397263,168.440234,215.189864,287.139109,389.204383,684.440861
ch4_emissions,592.682638,621.794156,541.288203,480.219202,487.695450,491.120190,492.131240,490.515709,491.336625,489.485043,486.498786,481.161772,479.043906,481.519203,489.274143,505.477263,534.780234,584.769864,659.959109,766.874383,1065.670861
ch4_reservoir,5089.000000,5189.388815,5355.960525,5157.607517,4815.406751,4640.895006,4550.469752,4500.800862,4465.517692,4447.708894,4430.368806,4409.123538,4376.908373,4350.080056,4343.361133,4367.975204,4442.227623,4594.071672,4867.975344,5306.829452,5960.014282
ch4_forcings,0.548391,0.563591,0.588491,0.558795,0.506187,0.478638,0.464159,0.456145,0.450425,0.447530,0.444705,0.441236,0.435960,0.431552,0.430446,0.434494,0.446638,0.471159,0.514387,0.581188,0.675689
nonco2_forcings,0.598391,0.613591,0.628491,0.588795,0.586187,0.608638,0.659159,0.716145,0.735425,0.757530,0.779705,0.801236,0.825960,0.851552,0.885446,0.924494,0.956638,1.001159,1.036887,1.096188,1.183189
co2_forcings,1.982290,2.130516,2.301867,2.401835,2.451634,2.502001,2.546096,2.581670,2.607607,2.622960,2.627800,2.622860,2.609642,2.590724,2.569985,2.553180,2.548466,2.566758,2.622463,2.731691,2.910156
forcings,2.580681,2.744108,2.930359,2.990630,3.037821,3.110639,3.205255,3.297815,3.343033,3.380490,3.407504,3.424096,3.435603,3.442276,3.455431,3.477674,3.505104,3.567916,3.659350,3.827879,4.093345
t_atm,1.243000,1.486556,1.625018,1.691369,1.737690,1.790345,1.853302,1.917762,1.963438,2.002063,2.034899,2.062157,2.086003,2.106958,2.129723,2.156362,2.185759,2.230035,2.289107,2.382883,2.523945
t_ocean,0.324000,0.355645,0.394587,0.436955,0.480150,0.523452,0.567076,0.611366,0.656350,0.701358,0.746147,0.790524,0.834311,0.877412,0.919750,0.961414,1.002561,1.043303,1.084167,1.125658,1.168949
alpha,0.580551,0.675353,0.746965,0.798410,0.841184,0.884675,0.931349,0.978383,1.018096,1.054173,1.086656,1.115295,1.140767,1.163283,1.185042,1.207502,1.231164,1.262912,1.305238,1.371282,1.473859
cumulative_co2_emissions,597.000000,649.291850,703.819551,744.347504,772.968903,799.695708,824.035292,845.601396,864.136265,879.471142,891.565745,900.543594,906.725761,910.695286,913.359122,916.066430,920.751966,930.068371,947.611701,977.779765,1025.504815
damage_frac,0.009464,0.013992,0.016960,0.018483,0.019585,0.020877,0.022475,0.024173,0.025414,0.026487,0.027417,0.028201,0.028896,0.029513,0.030192,0.030995,0.031894,0.033273,0.035157,0.038256,0.043163
damages,0.995398,1.823442,2.651133,3.397024,4.170725,5.107342,6.269207,7.636035,9.035902,10.542580,12.155617,13.862843,15.680184,17.604174,19.710472,22.043316,24.568485,27.536375,30.820502,34.420571,35.527697
abatement_frac,0.000008,0.000213,0.006029,0.016210,0.017737,0.019124,0.020303,0.021212,0.021836,0.022147,0.022108,0.021684,0.020830,0.019508,0.017675,0.015305,0.012426,0.009132,0.005708,0.002568,0.000000
abatecost,0.000856,0.027762,0.942403,2.979241,3.777129,4.678421,5.663389,6.700716,7.763925,8.815203,9.802014,10.659417,11.303545,11.636384,11.539361,10.884589,9.571534,7.557911,5.003770,2.310417,0.000000
output,104.181168,128.468115,152.725154,177.415888,205.005422,234.855935,267.004295,301.552573,338.754008,378.674131,421.410061,467.057678,515.667067,567.243770,621.595279,678.254104,736.165407,792.495911,840.816704,863.016708,787.580856
income,14.072831,16.358924,18.478720,20.536683,22.837868,25.308998,27.958039,30.799207,33.860844,37.150997,40.680640,44.460299,48.495909,52.789183,57.323609,62.058044,66.898932,71.593869,75.571643,77.224147,70.204219
investment,34.671987,40.789526,47.184606,53.707234,61.587457,70.119344,79.286568,89.109562,99.686842,110.969820,122.924213,135.477485,148.456569,161.521863,173.921294,184.125901,188.882835,180.617223,140.936586,14.447233,-0.000008
consumption,69.509181,87.678589,105.540548,123.708654,143.417965,164.736591,187.717728,212.443011,239.067166,267.704311,298.485847,331.580192,367.210498,405.721907,447.673985,494.128203,547.282572,611.878688,699.880118,848.569475,787.580864
cpc,9.389326,11.164851,12.769699,14.319830,15.976946,17.752662,19.655937,21.697962,23.896444,26.263960,28.814204,31.563884,34.534311,37.757538,41.284562,45.211123,49.734230,55.276958,62.904424,75.931385,70.204219
utility,-9999997.754588,-9999997.581391,-9999997.447087,-9999997.332516,-9999997.223015,-9999997.117626,-9999997.015782,-9999996.916943,-9999996.820432,-9999996.725964,-9999996.633293,-9999996.542148,-9999996.452209,-9999996.362977,-9999996.273673,-9999996.182819,-9999996.087469,-9999995.981806,-9999995.852546,-9999995.664332,-9999995.742754
welfare,-1624207226623.265

co2_emissions_dual,-14.955498,-14.455623,-13.865178,-13.227347,-12.558962,-11.864326,-11.138988,-10.381192,-9.600179,-8.802518,-7.992014,-7.171942,-6.344446,-5.511247,-4.672488,-3.828927,-2.985904,-2.153462,-1.359729,-0.649487,0.000000
ch4_emissions_dual,-0.256794,-0.267676,-0.278290,-0.287629,-0.293836,-0.297534,-0.298619,-0.297054,-0.293525,-0.288385,-0.281690,-0.273322,-0.262721,-0.249230,-0.231831,-0.209216,-0.180150,-0.143594,-0.100525,-0.053926,-0.000000
consumption_dual,106.503893,87.360811,74.500402,64.799416,56.648039,49.726151,43.805059,38.705150,34.278682,30.420537,27.045197,24.081083,21.467692,19.151472,17.083932,15.215979,13.491477,11.839693,10.147827,8.199788,8.650285
