US,59.145229,-195.816987,-395.051108,-538.076685,-624.286873,-651.342633,-617.422042,-522.495338,-372.931853,-180.436563,41.044229,267.926353,389.372271,-0.000093
ES,-31.778629,7.966106,7.598790,9.369471,10.941089,12.249749,13.103288,13.345676,12.754261,11.253621,8.798411,5.601936,2.330280,-0.000246
EU,339.403745,460.513980,586.163860,647.189180,553.415442,490.320895,463.343777,475.021126,525.047189,603.398143,699.606622,482.395643,222.613863,-0.000103
JAP,467.609565,652.788737,765.631626,632.740581,530.924450,459.739664,426.137657,434.819562,486.101463,569.084055,672.130466,648.313339,299.169273,-0.000469
RUS,151.147844,218.585555,291.528596,257.226513,194.140219,145.255066,115.987772,110.936145,132.099057,174.672182,232.222555,298.469969,145.732475,-0.000154
EUR,42.788605,67.068878,98.832150,137.759540,182.471333,230.196599,248.646452,206.756781,188.925653,197.824336,232.412145,197.870655,96.815323,-0.000137
CHI,57.802762,88.875978,127.625017,172.891111,222.234409,272.448753,317.987150,299.963026,285.237965,295.596297,286.961123,199.565109,95.108570,-0.000015
IND,15.863664,26.031384,40.660070,60.310795,84.618875,112.210376,140.528209,165.415090,181.310017,181.977537,161.582085,117.991006,58.764332,-0.000014
MEST,83.497767,124.333431,171.734643,224.238104,278.097505,328.951818,371.525728,399.369632,405.513264,380.359067,317.015210,218.549413,103.436055,-0.000023
AFR,8.998942,14.953954,23.803783,36.127855,51.770565,69.727778,88.506338,105.532405,117.463429,119.548506,106.929453,78.302189,39.000980,0.028165
LAM,87.991173,134.593330,192.308014,259.518516,332.486493,405.736372,471.384444,518.444284,534.498217,507.999583,429.757341,300.732404,144.592965,0.201750
OHI,462.891588,484.822408,304.894746,155.170395,42.658644,-25.969188,-46.322082,-13.129774,71.770297,196.014960,345.606554,504.453789,297.506873,-0.000241
OTH,17.069940,28.337450,45.013753,67.904137,96.829564,130.243079,165.278290,196.887518,218.290677,221.371948,197.956704,145.361173,72.779954,0.123410
