US,1766574.897874,1325760.579376,1020493.224179,791360.581224,613497.259329,471677.737835,356339.093885,261650.955789,184040.656505,121356.883029,72196.908170,35818.534989,11984.368629,-0.016730
ES,1752998.600853,1311691.378274,1009590.465494,784214.137435,608616.214345,468288.473206,353992.451518,260055.494782,182990.180979,120712.826396,71842.825751,35654.884893,11932.736721,-0.538395
EU,1766553.447982,1325743.023414,1020480.186847,791351.153971,613490.406028,471672.754178,356335.484375,261648.380806,184038.863893,121355.759000,72196.300561,35818.257815,11984.278002,-0.031755
JAP,1766248.768058,1325552.707689,1020347.708970,791253.470593,613418.706816,471621.493539,356299.085149,261623.003703,184021.729157,121345.115928,72190.476748,35815.593331,11983.432105,-0.131757
RUS,1765808.863600,1325294.927358,1020186.309990,791151.885587,613353.086208,471577.633978,356269.792551,261603.678287,184009.309839,121337.856954,72186.816612,35814.084339,11983.055432,-0.071608
EUR,1764852.669007,1324824.966092,1019947.345883,791028.510605,613288.088272,471543.771173,356253.118187,261596.317861,184006.800847,121337.321906,72186.839686,35814.209372,11983.125849,-0.053896
CHI,1766536.599210,1325742.662048,1020484.322241,791355.950796,613494.802878,471676.566344,356338.560307,261650.719763,184040.536744,121356.857901,72196.940835,35818.569909,11984.388679,-0.007320
IND,1766255.712001,1325615.154794,1020422.926254,791325.458871,613478.740159,471667.709750,356333.708531,261648.128420,184039.230449,121356.213788,72196.631117,35818.442230,11984.349841,-0.014175
MEST,1766333.131921,1325651.520173,1020439.636520,791332.910387,613481.946598,471669.035809,356334.214415,261648.310182,184039.308030,121356.192276,72196.555275,35818.382766,11984.325058,-0.016209
AFR,1769347.807764,1328259.698068,1022604.108986,793096.930470,614905.923181,472813.530475,357252.455456,262384.219626,184628.675085,121827.954248,72574.062787,36120.418258,12225.954359,193.282726
LAM,1773446.561985,1331308.147879,1024953.199847,794938.732015,616364.674848,473974.386260,358178.019591,263123.073141,185218.957249,122299.917546,72951.588597,36422.429530,12467.564413,386.569895
OHI,1766295.311654,1325603.818264,1020396.082092,791296.405977,613452.856228,471646.336941,356316.993638,261635.656021,184030.392883,121350.526956,72193.429102,35816.946816,11983.874953,-0.055653
OTH,0.105213,0.153942,0.225248,0.320535,0.437305,0.567323,0.697962,0.809457,0.876680,0.871325,0.768540,0.565858,0.295344,0.014848
