US,22.453013,26.696701,30.005665,32.438892,34.008433,34.610618,34.080156,32.245632,29.034816,24.477366,18.672935,12.059525,5.511271,-0.000003
ES,0.430283,0.216403,0.182625,0.203600,0.218365,0.227119,0.227504,0.218397,0.198085,0.167222,0.126393,0.079006,0.032984,-0.000001
EU,10.797909,12.502635,14.082500,15.485996,16.645319,17.419487,17.618468,17.074551,15.640039,13.372258,10.365463,6.803301,3.150954,-0.000004
JAP,14.872195,17.718450,20.081696,21.962261,23.346539,24.223504,24.332070,23.422788,21.309805,18.108269,13.979723,9.143902,4.234799,-0.000020
RUS,4.808109,5.933440,7.002967,8.023084,8.954385,9.708227,10.142922,10.107038,9.474557,8.262445,6.532945,4.363687,2.062520,-0.000005
EUR,1.361985,1.821743,2.375267,2.993693,3.641984,4.268147,4.799640,5.130715,5.144654,4.771650,3.981853,2.790510,1.370277,-0.000003
CHI,1.839831,2.413875,3.066909,3.756684,4.435135,5.051155,5.521003,5.750119,5.614931,5.072339,4.122544,2.814724,1.346244,-0.000000
IND,0.504982,0.707119,0.977167,1.310379,1.688373,2.079678,2.438945,2.705971,2.815103,2.703668,2.321197,1.664271,0.831956,-0.000000
MEST,2.657720,3.376893,4.126652,4.871715,5.548904,6.097358,6.449241,6.534695,6.297672,5.652166,4.554647,3.082800,1.464348,-0.000001
AFR,0.286543,0.406354,0.572298,0.785303,1.033455,1.292978,1.536931,1.727449,1.825146,1.777840,1.538170,1.107005,0.555336,0.004132
LAM,2.802612,3.658654,4.625728,5.644804,6.642560,7.530637,8.194107,8.495714,8.314591,7.563976,6.191220,4.261273,2.070207,0.029578
OHI,14.719878,17.626274,20.219082,22.374269,23.988596,24.909487,24.975192,23.954941,21.726983,18.394716,14.117324,9.161902,4.210993,-0.000008
OTH,0.543754,0.770398,1.082856,1.477031,1.934440,2.417188,2.872769,3.226134,3.395688,3.296554,2.852685,2.060990,1.043625,0.017506
