US,1786388.835382,1340096.408056,1029944.346326,796914.378606,616339.126084,472753.460287,356316.326489,261056.929243,183260.326079,120627.356814,71647.454082,35494.113156,11860.419924,-0.016728
ES,1772659.713353,1325874.083406,1018936.790686,789713.235420,611431.520830,469353.519838,353967.742521,259463.864487,182213.798700,119987.079607,71296.148959,35332.049225,11809.374329,-0.538403
EU,1786367.133884,1340078.653395,1029931.180678,796904.879031,616332.235451,472748.460591,356312.713584,261054.357664,183258.539745,120626.239046,71646.851026,35493.838518,11860.330182,-0.031750
JAP,1786059.030811,1339886.264971,1029797.447959,796806.470156,616260.161714,472697.046443,356276.288213,261029.019150,183241.467558,120615.656250,71641.071115,35491.198525,11859.492796,-0.131736
RUS,1785614.189182,1339625.689051,1029634.541217,796704.158335,616194.225982,472653.078810,356246.992305,261009.734817,183229.099825,120608.440852,71637.439183,35489.703658,11859.120543,-0.071600
EUR,1784647.253167,1339150.612064,1029393.315324,796579.866232,616128.885661,472619.110896,356230.302271,261002.382703,183226.598340,120607.908311,71637.462219,35489.827857,11859.190470,-0.053889
CHI,1786350.097120,1340078.288414,1029935.355783,796909.712438,616336.656413,472752.285235,356315.792581,261056.693653,183260.206828,120627.331889,71647.486558,35494.147819,11860.439843,-0.007318
IND,1786066.045459,1339949.375828,1029873.357859,796878.975023,616320.495345,472743.392409,356310.931231,261054.102879,183258.903792,120626.690954,71647.179160,35494.021403,11860.401433,-0.014172
MEST,1786144.337090,1339986.144155,1029890.235691,796886.490624,616323.724995,472744.726648,356311.440049,261054.285751,183258.981690,120626.669737,71647.103889,35493.962451,11860.376889,-0.016206
AFR,1789153.383435,1342592.079291,1032053.875279,798650.223549,617747.603781,473889.189891,357229.673466,261790.194712,183848.349546,121098.432266,72024.611622,35795.997974,12102.006181,193.282737
LAM,1793258.697575,1345643.124121,1034403.936239,800492.363964,619206.474389,475050.086172,358155.249173,262529.050690,184438.632300,121570.395849,72402.137399,36098.009134,12343.616165,386.569907
OHI,1786106.096567,1339937.931684,1029846.279408,796849.725056,616294.490300,472721.964981,356294.210168,261041.652660,183250.099933,120621.036815,71644.001371,35492.539751,11859.931410,-0.055644
OTH,0.106383,0.155572,0.227223,0.322506,0.438811,0.567835,0.696897,0.806522,0.872077,0.865655,0.762809,0.561263,0.292879,0.014887
