US,43.987076,-214.541258,-413.999563,-553.863596,-635.029943,-656.144001,-616.005485,-515.852900,-363.010251,-169.450990,50.933804,274.851598,381.213819,-0.000093
ES,-35.349080,8.066827,7.682729,9.447401,10.997368,12.270740,13.075836,13.266465,12.632305,11.107110,8.654984,5.495158,2.281377,-0.000246
EU,343.520447,466.059247,592.428437,638.693474,547.584581,487.721875,464.223672,478.887174,530.798179,609.759997,705.341344,473.210883,217.950741,-0.000103
JAP,473.138160,660.488572,755.406360,624.039841,524.918097,457.042248,427.058614,438.893461,492.195000,575.856851,678.280008,636.017175,292.921148,-0.000469
RUS,152.963281,221.180157,294.603690,253.371436,191.306943,143.887887,116.395154,113.020557,135.356983,178.412675,235.717993,300.988736,142.664240,-0.000155
EUR,43.329656,67.908916,99.923737,138.913104,183.419341,230.599811,248.953569,208.378227,191.695149,201.284193,235.896559,194.096869,94.781702,-0.000137
CHI,58.531658,89.981732,129.020001,174.317346,223.364358,272.904283,317.323571,301.566700,287.901479,298.833812,282.302873,195.781062,93.119294,-0.000015
IND,16.065307,26.359198,41.107867,60.804112,85.030665,112.361016,140.180112,164.375474,179.527600,179.584040,158.950503,115.760063,57.546186,-0.000014
MEST,84.551671,125.880048,173.601692,226.056892,279.456533,329.428587,370.674728,396.953076,401.621618,375.430335,311.892344,214.427354,101.288539,-0.000023
AFR,9.113198,15.142378,24.066423,36.424167,52.023254,69.821472,88.285685,104.865706,116.303540,117.970484,105.183465,76.819461,38.192485,0.028191
LAM,89.107367,136.289018,194.447712,261.708581,334.225962,406.450568,470.424131,515.398266,529.413404,501.415181,422.779214,295.019789,141.566441,0.201856
OHI,468.292421,473.337763,292.744574,144.673324,35.303239,-29.309705,-45.215145,-8.124381,79.291750,204.396413,353.220762,509.831707,291.273821,-0.000241
OTH,17.287110,28.695821,45.514850,68.472145,97.321898,130.446361,164.902554,195.683772,216.170829,218.474070,194.733449,142.605561,71.265111,0.123501
